Accepted Symbol,Synonym Symbol,Scientific Name,State and Province,Native Status,Invasive
SEMA4,CHMA8,Chaetochloa macrosperma,,,
SEMA6,,Setaria magna,"USA+(PR), USA(AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, NM, SC, TX, VA)",L48(N)PR(N),
SEMA6,CHMA9,Chaetochloa magna,,,
SEME6,,Setaria megaphylla,"USA(FL, LA)",L48(I)HI(I),
SEME6,SECH4,Setaria chevalieri,,,
SEME6,SEPA16,Setaria palmifolia,,,
SEME6,SEPL8,Setaria plicatilis,,,
SENI2,,Setaria nigrirostris,USA(OR),L48(I),
SENI2,CHNI5,Chaetochloa nigrirostris,,,
SEPA6,,Setaria palmifolia,USA(HI),HI(I),HEAR
SEPA6,PAPA18,Panicum palmifolium,,,
SEPA10,,Setaria parviflora,"USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, WA, WV)",L48(N)HI(I)PR(N)VI(N),
SEPA10,CHGE4,Chaetochloa geniculata,,,
SEPA10,CHIM2,Chaetochloa imberbis,,,
SEPA10,PAGE4,Panicum geniculatum,,,
SEPA10,SEGE,Setaria geniculata,,,SWSS
SEPA10,SEGR7,Setaria gracilis,,,
SEPR,,Setaria pradana,"USA+(PR, VI)",PR(N)VI(N),
SEPR,PAPR12,Panicum pradanum,,,
SEPUP3,,Setaria pumila ssp. pallidefusca,"USA(LA, OR)",L48(I),
SEPUP3,PAPU7,Panicum pumilum,,,
SEPUP3,SEGLP,Setaria glauca var. pallidifusca,,,
SEPUP3,SEGLP2,Setaria glauca var. pallidefusca,,,
SEPUP3,SEPA18,Setaria pallidefusca,,,
SEPUP3,SEPA82,Setaria pallidifusca,,,"STATE, US"
SEPUP3,SEPUP,Setaria pumila ssp. pallidifusca,,,
SEPUP2,,Setaria pumila ssp. pumila,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(I)HI(I)CAN(I)SPM(W),
SEPUP2,CHGL12,Chaetochloa glauca,,,
SEPUP2,CHLU3,Chaetochloa lutescens,,,
SEPUP2,PAGL5,Panicum glaucum,,,
SEPUP2,SEGL2,Setaria glauca,,,"N'EAST, NE&GP, STATE, SWSS, WSWS"
SEPUP2,SEGL8,Setaria glauca,,,
SEPUP2,SELU4,Setaria lutescens,,,
SERA2,,Setaria rariflora,"USA+(PR, VI), USA(AL, FL)",L48(I)PR(N)VI(N),
SERA2,CHRA5,Chaetochloa rariflora,,,
SEREF,,Setaria reverchonii ssp. firmula,"USA(OK, TX)",L48(N),
SEREF,PAFI10,Panicum firmulum,,,
SEREF,SEFI,Setaria firmula,,,
SERER,,Setaria reverchonii ssp. ramiseta,"USA(FL, NM, TX)",L48(N),
SERER,PARA10,Panicum ramisetum,,,
SERER,SERA3,Setaria ramiseta,,,
SERER2,,Setaria reverchonii ssp. reverchonii,"USA(OK, TX)",L48(N),
SERER2,PARE10,Panicum reverchonii,,,
SESA10,,Setaria sagittifolia,,,
SESA10,CYSA7,Cymbosetaria sagittifolia,,,
SESC2,,Setaria scheelei,"USA(AZ, TX)",L48(N),
SESC2,PASC12,Panicum scheelei,,,
SESEL2,,Setaria setosa var. leiophylla,"USA+(PR, VI)",PR(N)VI(N),
SESEL2,SELE9,Setaria leiophylla,,,
SESES2,,Setaria setosa var. setosa,"USA+(PR, VI), USA(AL, FL, NJ)",L48(I)PR(N)VI(N),
SESES2,CHSE12,Chaetochloa setosa,,,
SESES2,PASE10,Panicum setosum,,,
SESPA2,,Setaria sphacelata var. anceps,,,
SESPA2,SEAL11,Setaria almaspicata,,,
SESPA3,,Setaria sphacelata var. aurea,,,
SESPA3,SETR8,Setaria trinervia,,,
SESPS4,,Setaria sphacelata var. sphacelata,,,
SESPS4,SEFL8,Setaria flabellata,,,
SESPS4,SEPE8,Setaria perennis,,,
SESPS5,,Setaria sphacelata var. splendida,,,
SESPS5,SESP12,Setaria splendida,,,
SETE9,,Setaria tenacissima,USA+(PR),PR(N),
SETE9,CHTE9,Chaetochloa tenacissima,,,
SEUT2,,Setaria utowanaea,"USA+(PR, VI)",PR(N)VI(N),
SEUT2,PAUT3,Panicum utowanaeum,,,
SEVE3,,Setaria verticillata,"CAN(BC, MB, NT, ON, QC), USA(AR, AZ, CA, CO, CT, DC, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UM, UT, VA, VT, WA, WI, WV, WY)",L48(I)HI(I)CAN(I),"HEAR, NE&GP, SWSS, WSWS"
SEVE3,CHVE7,Chaetochloa verticillata,,,
SEVE3,PAVE5,Panicum verticillatum,,,
SEVE3,SECA3,Setaria carnei,,,
SEVE5,,Setaria verticilliformis,"USA(AL, DC, MD, MO, NJ, NY, PA, WI)",L48(I),
SEVE5,PAVEA,Panicum verticillatum var. ambiguum,,,
SEVE5,SEAM4,Setaria ×ambigua,,,
SEVE5,SEDE5,Setaria decipiens,,,
SEVE5,SEGU,Setaria gussonei,,,
SEVE5,SEVEA,Setaria verticillata var. ambigua,,,
SEVE5,SEVIA,Setaria viridis var. ambigua,,,
SEVI3,,Setaria villosissima,"USA(AZ, TX)",L48(N),
SEVI3,CHVI12,Chaetochloa villosissima,,,
SEVIV,,Setaria viridis var. viridis,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(I)CAN(I),
SEVIV,CHVI13,Chaetochloa viridis,,,
SEVIV,PAVI9,Panicum viride,,,
SEVIV,SEVIB,Setaria viridis var. breviseta,,,
SEVIV,SEVIW,Setaria viridis var. weinmannii,,,
SEVU2,,Setaria vulpiseta,"USA+(PR), USA(AZ, CO, MS, NM, TX)",L48(N)PR(I),
SEVU2,CHVU2,Chaetochloa vulpiseta,,,
SEVU2,PAVU,Panicum vulpisetum,,,
SEBU2,,Severinia buxifolia,USA(FL),L48(I),
SEBU2,ATBU2,Atalantia buxifolia,,,
SEBI6,,Seymeria bipinnatisecta,"USA(AZ, TX)",L48(N),
SEBI6,SEHA4,Seymeria havardii,,,
SECA4,,Seymeria cassioides,"USA(AL, AR, FL, GA, LA, MS, NC, SC, TN, TX, VA)",L48(N),
SECA4,AFCA,Afzelia cassioides,,,
SEPEP3,,Seymeria pectinata ssp. pectinata,"USA(AL, FL, GA, LA, MS, NC, SC)",L48(N),
SEPEP3,AFPE,Afzelia pectinata,,,
SHAR,,Shepherdia argentea,"CAN(AB, BC, MB, SK), USA(AZ, CA, CO, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, NY, OR, SD, UT, WI, WY)",L48(N)CAN(N),
SHAR,ELUT,Elaeagnus utilis,,,
SHAR,LEAR10,Lepargyrea argentea,,,
SHCA,,Shepherdia canadensis,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), USA(AK, AZ, CA, CO, ID, IL, IN, ME, MI, MN, MT, ND, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY)",L48(N)AK(N)CAN(N),
SHCA,ELCA15,Elaeagnus canadensis,,,
SHCA,LECA13,Lepargyrea canadensis,,,
SHRO2,,Shinnersoseris rostrata,"CAN(AB, MB, SK), USA(CO, IA, KS, MN, ND, NE, OK, SD, TX, UT, WY)",L48(N)CAN(N),
SHRO2,LYRO2,Lygodesmia rostrata,,,
SHGAG,,Shortia galacifolia var. galacifolia,"USA(GA, NC, SC, TN, VA)",L48(N),
SHGAG,SHGA2,Sherwoodia galacifolia,,,
SIDE,,Sibara deserti,"USA(CA, NV)",L48(N),
SIDE,ARDE7,Arabis deserti,,,
SIDE,THDE6,Thelypodium deserti,,,
SIFI,,Sibara filifolia,USA(CA),L48(N),
SIFI,ARFI3,Arabis filifolia,,,
SIVI5,,Sibara viereckii,USA(TX),L48(N),
SIVI5,SIRU,Sibara runcinata,,,
SIVI5,SIRUB,Sibara runcinata var. brachycarpa,,,
SIVI2,,Sibara virginica,"USA(AL, AR, CA, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OH, OK, SC, TN, TX, VA, WV)",L48(N),KY
SIVI2,ARVI10,Arabis virginica,,,
SIVI2,CAPAV,Cardamine parviflora ssp. virginica,,,
SIVI2,CAVI11,Cardamine virginica,,,
SIVI2,PLVI4,Planodes virginicum,,,
SIPR,,Sibbaldia procumbens,"CAN(AB, BC, LB, NF, NT, NU, QC, YT), DEN(GL), USA(AK, AZ, CA, CO, ID, MT, NH, NM, NV, OR, UT, WA, WY)",L48(N)AK(N)CAN(N)GL(N),
SIPR,POSI7,Potentilla sibbaldii,,,
SITR3,,Sibbaldiopsis tridentata,"CAN(AB, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(CT, GA, IA, IL, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, PA, RI, TN, VA, VT, WI, WV)",L48(N)CAN(N)GL(N)SPM(N),
SITR3,PORE3,Potentilla retusa,,,
SITR3,POTR7,Potentilla tridentata,,,
SITR3,SITR2,Sibbaldia tridentata,,,
SILA24,,Sicyos lanceoloideus,USA(HI),HI(N),
SILA24,SIKA3,Sicyos kaalaensis,,,
SILA24,SIKA4,Sicyos kauaiensis,,,
SILA19,,Sicyos lasiocephalus,USA(HI),HI(N),
SILA19,SIPA8,Sicyos partitus,,,
SILA19,SKLA,Skottsbergiliana lasiocephala,,,
SIMA7,,Sicyos maximowiczii,USA(HI),HI(N),
SIMA7,CLAT,Cladocarpa atollensis,,,
SIMA7,CLCA7,Cladocarpa caumii,,,
SIMA7,CLLA5,Cladocarpa lamoureuxii,,,
SIMA7,CLMA8,Cladocarpa maximowiczii,,,
SIMA7,CLNI3,Cladocarpa niihauensis,,,
SIMA7,SIAT3,Sicyos atollensis,,,
SIMA7,SICA13,Sicyos caumii,,,
SIMA7,SILA9,Sicyos lamoureuxii,,,
SIMA7,SINI3,Sicyos niihauensis,,,
SIPA6,,Sicyos pachycarpus,USA(HI),HI(N),
SIPA6,SILA10,Sicyos laysanensis,,,
SIPA6,SIMI3,Sicyos microcarpus,,,
SIPA6,SINI2,Sicyos nihoaensis,,,
SIPA6,SIRE6,Sicyos remyanus,,,
SISE5,,Sicyos semitonsus,USA(HI),HI(N),
SISE5,CLSE3,Cladocarpa semitonsa,,,
SIAB,,Sida abutifolia,"USA+(PR, VI), USA(AZ, CA, FL, NM, OK, TX)",L48(I)PR(N)VI(I),
SIAB,SIFI4,Sida filicaulis,,,
SIAB,SIFI5,Sida filiformis,,,
SIAB,SIPR2,Sida procumbens,,,
SIAB,SISU4,Sida supina,,,
SIAC3,,Sida acuta,"USA+(PR, VI), USA(AL, FL, GA, HI, LA, MS, NAV, NJ, PA, PW, SC, TX)",L48(N)HI(I)PR(N)VI(N),
SIAC3,SIACC,Sida acuta ssp. carpinifolia,,,
SIAC3,SIACC2,Sida acuta var. carpinifolia,,,
SIAC3,SICA17,Sida carpinifolia,,,
SIAG,,Sida aggregata,"USA+(VI), USA(FL)",L48(N)VI(I?),
SIAG,SISE8,Sida setifera,,,
SIAN5,,Sida antillensis,USA(FL),L48(I),
SIAN5,SIUL,Sida ulmifolia,,,
SICO7,,Sida cordata,"USA+(PR), USA(MD)",L48(N)PR(N),
SICO7,MECO9,Melochia cordata,,,
SICO7,SIHUV,Sida humilis var. veronicifolia,,,
SIELE,,Sida elliottii var. elliottii,"USA(AL, AR, FL, GA, IL, LA, MO, MS, NC, SC, TN, TX, VA)",L48(N),
SIELE,SILE5,Sida leptophylla,,,
SIELP,,Sida elliottii var. parviflora,"USA(FL, NC, TX, VA)",L48(N),
SIELP,SIIN5,Sida inflexa,,,
SIFA,,Sida fallax,"USA(HI, PW, UM)",L48(N)HI(N),
SIFA,SIFAK,Sida fallax var. kauaiensis,,,
SIFA,SILE3,Sida ledyardii,,,
SIFA,SIME2,Sida meyeniana,,,
SIFA,SINE4,Sida nelsonii,,,
SIHE3,,Sida hermaphrodita,"CAN(ON), USA(DC, IN, KY, MA, MD, MI, NJ, NY, OH, PA, TN, VA, WV)",L48(N)CAN(I),
SIHE3,NAHE3,Napaea hermaphrodita,,,
SILI,,Sida lindheimeri,"USA(LA, TX)",L48(N),
SILI,SITE6,Sida texana,,,
SIRE7,,Sida repens,"USA+(PR, VI)",PR(N?)VI(N?),
SIRE7,SICO9,Sida cordata,,,
SIRE7,SIHU,Sida humilis,,,
SIRE7,SIJAE,Sida javensis ssp. expilosa,,,
SISA5,,Sida salviifolia,"USA+(PR, VI)",PR(N)VI(N),
SISA5,SIER4,Sida erecta,,,
SISA5,SIHO2,Sida holwayi,,,
SISP,,Sida spinosa,"CAN(ON), USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, PW, SC, TN, TX, VA, WV)",L48(N)HI(I)PR(N)VI(N)CAN(I),"KY, N'EAST, SWSS"
SISP,SIAL6,Sida alba,,,
SISP,SIAN11,Sida angustifolia,,,
SISP,SISPA2,Sida spinosa var. angustifolia,,,
SICAR,,Sidalcea calycosa ssp. rhizomata,USA(CA),L48(N),
SICAR,SIRH2,Sidalcea rhizomata,,,
SIMAV,,Sidalcea malviflora ssp. virgata,"USA(OR, WA)",L48(N),
SIMAV,SIMAV2,Sidalcea malviflora var. virgata,,,
SIMAV,SIVI3,Sidalcea virgata,,,
SIORE,,Sidalcea oregana ssp. eximia,USA(CA),L48(N),
SIORE,SIEX3,Sidalcea eximia,,,
SIORS,,Sidalcea oregana ssp. spicata,"USA(CA, NV, OR)",L48(N),
SIORS,SIORS2,Sidalcea oregana var. spicata,,,
SIORS,SISE,Sidalcea setosa,,,
SIORS,SISEQ,Sidalcea setosa ssp. querceta,,,
SIORS,SISP5,Sidalcea spicata,,,
SIORS,SISPT,Sidalcea spicata var. tonsa,,,
SIORV,,Sidalcea oregana ssp. valida,USA(CA),L48(N),
SIORV,SISPV,Sidalcea spicata var. valida,,,
SIORV,SIVA3,Sidalcea valida,,,
SIMU4,,Sidastrum multiflorum,"USA+(PR, VI), USA(HI)",HI(I)PR(N)VI(N),
SIMU4,SIAC4,Sida acuminata,,,
SIMU4,SIAC5,Sidastrum acuminatum,,,
SIPA5,,Sidastrum paniculatum,"USA(HI, TX)",L48(N)HI(I),
SIPA5,SIPA10,Sida paniculata,,,
SIAL13,,Sideroxylon alachuense,"USA(FL, GA)",L48(N),
SIAL13,BUAN3,Bumelia anomala,,,
SIAM2,,Sideroxylon americanum,USA(NAV),,
SIAM2,BUAM5,Bumelia americana,,,
SIAM2,BUNA2,Bumelia navassana,,,
SICE2,,Sideroxylon celastrinum,"USA(FL, TX)",L48(N),
SICE2,BUAN2,Bumelia angustifolia,,,
SICE2,BUCE,Bumelia celastrina,,,
SICE2,BUCEA,Bumelia celastrina var. angustifolia,,,
SICU7,,Sideroxylon cubense,USA+(PR),PR(N),
SICU7,BUCU2,Bumelia cubensis,,,
SICU7,DICU2,Dipholis cubensis,,,
SICU7,DISI5,Dipholis sintenisiana,,,
SIFO,,Sideroxylon foetidissimum,"USA+(PR, VI), USA(FL, NAV)",L48(N)PR(N)VI(N),
SIFO,MAFO2,Mastichodendron foetidissimum,,,
SILAL3,,Sideroxylon lanuginosum ssp. lanuginosum,"USA(AL, AR, FL, GA, MS, SC)",L48(N),
SILAL3,BULA,Bumelia lanuginosa,,,
SILAL3,BURU,Bumelia rufa,,,
SILAO,,Sideroxylon lanuginosum ssp. oblongifolium,"USA(AL, AR, IL, KS, KY, LA, MO, MS, OK, TX)",L48(N),
SILAO,BULAO,Bumelia lanuginosa ssp. oblongifolia,,,
SILAO,BULAO2,Bumelia lanuginosa var. oblongifolia,,,
SILAO,BUOB2,Bumelia oblongifolia,,,
SILAR2,,Sideroxylon lanuginosum ssp. rigidum,"USA(AZ, LA, NM, OK, TX)",L48(N),
SILAR2,BULAR2,Bumelia lanuginosa var. rigida,,,
SILAR2,BULAR3,Bumelia lanuginosa ssp. rigida,,,
SILAR2,BULAT,Bumelia lanuginosa var. texana,,,
SILAR2,BUMO2,Bumelia monticola,,,
SILAR2,BURI,Bumelia rigida,,,
SILAR2,BUTE2,Bumelia texana,,,
SILY,,Sideroxylon lycioides,"USA(AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, SC, TN, TX, VA, WV)",L48(N),
SILY,BUCA5,Bumelia cassinifolia,,,
SILY,BULY,Bumelia lycioides,,,
SILY,BULYE,Bumelia lycioides var. ellipsoidalis,,,
SILY,BULYV,Bumelia lycioides var. virginiana,,,
SILY,BUSM,Bumelia smallii,,,
SIOB,,Sideroxylon obovatum,"USA+(PR, VI)",PR(N)VI(N),
SIOB,BUKR,Bumelia krugii,,,
SIOB,BUOB,Bumelia obovata,,,
SIOB,BUOBK,Bumelia obovata var. krugii,,,
SIPO3,,Sideroxylon portoricense,USA+(PR),PR(N),
SIPO3,BUBE,Bumelia bellonis,,,
SIPO3,DIBE,Dipholis bellonis,,,
SIPO3,MAPO9,Mastichodendron portoricense,,,
SIRER2,,Sideroxylon reclinatum ssp. reclinatum,"USA(AL, FL, GA, LA, MS, SC)",L48(N),
SIRER2,BUMI2,Bumelia microcarpa,,,
SIRER2,BURE,Bumelia reclinata,,,
SIRER3,,Sideroxylon reclinatum ssp. rufotomentosum,USA(FL),L48(N),
SIRER3,BURER,Bumelia reclinata var. rufotomentosa,,,
SIRER3,BURU2,Bumelia rufotomentosa,,,
SIRER3,SIRU7,Sideroxylon rufohirtum,,,
SISA6,,Sideroxylon salicifolium,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
SISA6,BUSA2,Bumelia salicifolia,,,
SISA6,DISA2,Dipholis salicifolia,,,
SITE2,,Sideroxylon tenax,"USA(FL, GA, NC, SC)",L48(N),
SITE2,BULA4,Bumelia lacuum,,,
SITE2,BUME,Bumelia megacocca,,,
SITE2,BUTE,Bumelia tenax,,,
SITH2,,Sideroxylon thornei,"USA(AL, FL, GA)",L48(N),
SITH2,BUTH,Bumelia thornei,,,
SICA20,,Sigridea californica,,NA(N),
SICA20,DICA24,Dirina californica,,,
SICA20,DIHA5,Dirina hassei,,,
SICA20,LECA36,Lecanactis californica,,,
SICA20,LEZA,Lecanactis zahlbruckneri,,,
SICA20,PLCA17,Platygrapha californica,,,
SICA20,SCCA13,Schismatomma californicum,,,
SIAT5,,Silene atropurpurea,,,
SIAT5,VIAT3,Viscaria atropurpurea,,,
SIBEB,,Silene bernardina ssp. bernardina,"USA(CA, NV)",L48(N),
SIBEB,SIMOB,Silene montana ssp. bernardina,,,
SIBEB,SISH2,Silene shockleyi,,,
SIBER,,Silene bernardina ssp. maguirei var. rigidula,"USA(CA, NV, OR)",L48(N),
SIBER,SIMO,Silene montana,,,
SIBER,SIMOR,Silene montana var. rigidula,,,
SICAP,,Silene caroliniana ssp. pensylvanica,"USA(CT, DC, DE, KY, MA, MD, NC, NH, NJ, NY, OH, PA, RI, TN, VA, WV)",L48(N),
SICAP,SICAP2,Silene caroliniana var. pensylvanica,,,
SICAP,SIPE8,Silene pensylvanica,,,
SICAW,,Silene caroliniana ssp. wherryi,"USA(AL, KY, MO, NC, OH, WV)",L48(N),
SICAW,SICAW2,Silene caroliniana var. wherryi,,,
SICAW,SIWH,Silene wherryi,,,
SICO14,,Silene coeli-rosa,USA(MA),L48(I),
SICO14,LYCO9,Lychnis coeli-rosa,,,
SICO3,,Silene conica,"USA(CO, DE, IL, MA, MD, MI, NJ, NY, OH, OR, WA)",L48(I),
SICO3,PLCO11,Pleconax conica,,,
SICO4,,Silene conoidea,"CAN(AB, BC, SK), USA(CA, CO, DE, ID, MD, MO, MT, NV, OR, WA)",L48(I)CAN(W),WSWS
SICO4,COCOC8,Conosilene conica ssp. conoidea,,,
SICO4,PLCO12,Pleconax conoidea,,,
SIDI4,,Silene dioica,"CAN(BC, MB, NB, NF, NS, ON, QC), USA(CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MN, MO, MT, NH, NJ, NY, OH, OR, PA, RI, VA, VT, WA, WI)",L48(I)CAN(I),
SIDI4,LYDI5,Lychnis dioica,,,
SIDI4,MEDI7,Melandrium dioicum,,,
SIDI4,MEDIR,Melandrium dioicum ssp. rubrum,,,
SIDI4,MERU7,Melandrium rubrum,,,
SIDOD,,Silene douglasii var. douglasii,"CAN(BC), USA(CA, ID, MT, NV, OR, UT, WA, WY)",L48(N)CAN(N),
SIDOD,SIDOM,Silene douglasii var. monantha,,,
SIDOD,SIDOV,Silene douglasii var. villosa,,,
SIDOD,SILY2,Silene lyallii,,,
SIDOO,,Silene douglasii var. oraria,USA(OR),L48(N),
SIDOO,SIOR6,Silene oraria,,,
SIDRD,,Silene drummondii var. drummondii,"CAN(AB, BC, MB, SK), USA(AZ, CO, ID, MD, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",L48(N)CAN(N),
SIDRD,GADR3,Gastrolychnis drummondii,,,
SIDRD,LYDR2,Lychnis drummondii,,,
SIDRD,LYPU4,Lychnis pudica,,,
SIDRD,MEDR2,Melandrium drummondii,,,
SIDRD,WADR,Wahlbergella drummondii,,,
SIDRS,,Silene drummondii var. striata,"CAN(SK), USA(CO, ID, MT, NM, UT, WY)",L48(N)CAN(N),
SIDRS,LYDRH,Lychnis drummondii var. heterochroma,,,
SIDRS,LYDRS,Lychnis drummondii var. striata,,,
SIDRS,WAST,Wahlbergella striata,,,
SIFL6,,Silene flos-jovis,,,
SIFL6,LYFL6,Lychnis flos-jovis,,,
SIGA,,Silene gallica,"CAN(BC, NB, NS, ON, PE), USA(AL, AZ, CA, CO, CT, FL, GA, HI, IL, LA, MA, ME, MO, MS, NC, NH, NJ, OR, PA, SC, TX, VA, WA, WI)",L48(I)HI(I)CAN(I),
SIGA,SIAN7,Silene anglica,,,
SIHOH,,Silene hookeri ssp. hookeri,"USA(CA, OR)",L48(N),
SIHOH,SIIN7,Silene ingramii,,,
SIHOP,,Silene hookeri ssp. pulverulenta,"USA(CA, OR)",L48(N),
SIHOP,SIPU2,Silene pulverulenta,,,
SIHOS,,Silene hookeri ssp. serpentinicola,"USA(CA, OR)",L48(N),
SIHOS,SISE10,Silene serpentinicola,,,
SIINE,,Silene involucrata ssp. elatior,USA(AK),AK(N),
SIINE,GAINE,Gastrolychnis involucrata ssp. elatior,,,
SIINE,LYAPE,Lychnis apetela var. elatior,,,
SIINE,LYFUE,Lychnis furcata ssp. elatior,,,
SIINE,LYTRE,Lychnis triflora var. elatior,,,
SIINE,MEAFB,Melandrium affine var. brachycalyx,,,
SIINE,MEBR2,Melandrium brachycalyx,,,
SIINI2,,Silene involucrata ssp. involucrata,"CAN(AB, BC, LB, MB, NT, NU, ON, QC, YT), DEN(GL), USA(AK)",AK(N)CAN(N)GL(N)NA(N),
SIINI2,GAAF,Gastrolychnis affinis,,,
SIINI2,GAIN4,Gastrolychnis involucrata,,,
SIINI2,LYAF,Lychnis affinis,,,
SIINI2,LYFU3,Lychnis furcata,,,
SIINI2,LYGI,Lychnis gillettii,,,
SIINI2,MEAF4,Melandrium affine,,,
SIINI2,MEFU3,Melandrium furcatum,,,
SIINI2,SIFU3,Silene furcata,,,
SIKI,,Silene kingii,"USA(CO, MT, UT, WY)",L48(N),
SIKI,GAKI,Gastrolychnis kingii,,,
SIKI,LYAPK,Lychnis apetala var. kingii,,,
SIKI,LYKI3,Lychnis kingii,,,
SIKI,MEKI,Melandrium kingii,,,
SIKI,WAKI,Wahlbergella kingii,,,
SILAA3,,Silene latifolia ssp. alba,"USA(AK, AL, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I),STATE
SILAA3,LYAL,Lychnis alba,,,
SILAA3,LYLO2,Lychnis ×loveae,,,
SILAA3,LYVE7,Lychnis vespertina,,,
SILAA3,MEAL10,Melandrium album,,,
SILAA3,SIAL12,Silene alba,,,"N'EAST, SWSS, WSWS"
SILAA3,SIPR4,Silene pratensis,,,
SIMA4,,Silene macrosperma,USA(AK),AK(N),
SIMA4,GAMA9,Gastrolychnis macrosperma,,,
SIMA4,LYAPM4,Lychnis apetala var. macrosperma,,,
SIMA4,MEMA8,Melandrium macrospermum,,,
SIMA4,SIURP,Silene uralensis ssp. porsildii,,,
SIMED,,Silene menziesii ssp. dorrii,"USA(CA, NV)",L48(N),
SIMED,ANDO2,Anotites dorrii,,,
SIMED,SIDO3,Silene dorrii,,,
SIMEM2,,Silene menziesii ssp. menziesii var. menziesii,"CAN(AB, BC, MB, NT, SK, YT), USA(AZ, CA, CO, ID, MT, NE, NM, NV, OR, UT, WA, WY)",L48(N)CAN(N),
SIMEM2,ANME5,Anotites menziesii,,,
SIMEM2,SIOB2,Silene obovata,,,
SIMEV2,,Silene menziesii ssp. menziesii var. viscosa,"CAN(AB, BC, SK), USA(AK, CA, CO, ID, MT, NV, OR, WA, WY)",L48(N)AK(N)CAN(N),
SIMEV2,ANVI19,Anotites viscosus,,,
SIMEV2,ANVI8,Anotites viscosa,,,
SIMEW,,Silene menziesii ssp. williamsii,"CAN(YT), USA(AK)",AK(N)CAN(N)NA(N),
SIMEW,SIMEW2,Silene menziesii var. williamsii,,,
SIMEW,SIWI,Silene williamsii,,,
SINO,,Silene noctiflora,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), USA(AK, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I)CAN(I),"NE&GP, SWSS"
SINO,MENO3,Melandrium noctiflorum,,,
SINUI2,,Silene nuda ssp. insectivora,"USA(CA, NV, OR)",L48(N),
SINUI2,SIIN10,Silene insectivora,,,
SINUN,,Silene nuda ssp. nuda,"USA(CA, NV)",L48(N),
SINUN,SIPE9,Silene pectinata,,,
SIPA4,,Silene parryi,"CAN(AB, BC), USA(AK, ID, MT, OR, UT, WA, WY)",L48(N)AK(N)CAN(N),
SIPA4,SIDOM2,Silene douglasii var. macounii,,,
SIPA4,SIMA11,Silene macounii,,,
SIPA4,SISCM,Silene scouleri var. macounii,,,
SIPA4,SITE4,Silene tetonensis,,,
SIPA4,WAPA3,Wahlbergella parryi,,,
SIPO,,Silene polypetala,"USA(FL, GA)",L48(N),
SIPO,SIBA,Silene baldwinii,,,
SIREP,,Silene repens ssp. purpurata,USA(AK),AK(N),
SIREP,SIPU5,Silene purpurata,,,
SISA,,Silene sargentii,"USA(CA, NV)",L48(N),
SISA,SIWA3,Silene watsonii,,,
